Province,Electoral District Name/Nom de circonscription,Electoral District Number/Numéro de circonscription,Candidate/Candidat,Party,Candidate Residence/Résidence du candidat,Candidate Occupation/Profession du candidat,Votes Obtained/Votes obtenus,Percentage of Votes Obtained /Pourcentage des votes obtenus,Majority/Majorité,Majority Percentage/Pourcentage de majorité,Winner
British Columbia/Colombie-Britannique,Richmond Centre/Richmond-Centre,59025,Lawrence Woo Liberal/Libéral,Liberal,"Vancouver, B.C./ C.-B.",Chartered Accountant/Comptable agréé,16486,41.4,,,Conservative
British Columbia/Colombie-Britannique,Richmond Centre/Richmond-Centre,59025,Jack Trovato NDP-New Democratic Party/NPD-Nouveau Parti démocratique,NDP,"Richmond, B.C./ C.-B.",Teacher/Enseignant,4602,11.5,,,Conservative
British Columbia/Colombie-Britannique,Richmond Centre/Richmond-Centre,59025,Vincent Chiu Green Party/Parti Vert,Green,"Richmond, B.C./ C.-B.",Student/Étudiant,1152,2.9,,,Conservative
British Columbia/Colombie-Britannique,Saanich--Gulf Islands,59027,Elizabeth May ** Green Party/Parti Vert,Green,"Sidney, B.C./ C.-B.",Parliamentarian/Parlementaire,37070,54.4,23810,34.9,Green
British Columbia/Colombie-Britannique,Saanich--Gulf Islands,59027,Robert Boyd Conservative/Conservateur,Conservative,"Victoria, B.C./ C.-B.",Mortgage broker/Courtier en hypothèques,13260,19.5,,,Green
British Columbia/Colombie-Britannique,Saanich--Gulf Islands,59027,Tim Kane Liberal/Libéral,Liberal,"Saanich, B.C./ C.-B.",Media Consultant/Expert - conseil en médias,11380,16.7,,,Green
British Columbia/Colombie-Britannique,Saanich--Gulf Islands,59027,Alicia Cormier NDP-New Democratic Party/NPD-Nouveau Parti démocratique,NDP,"Brentwood Bay, B.C./ C.-B.",Municipal Councillor/Conseillère municipale,6181,9.1,,,Green
British Columbia/Colombie-Britannique,Saanich--Gulf Islands,59027,Meghan Jess Porter Libertarian/Libertarien,,"Victoria, B.C./ C.-B.",Sales Associate/Associée aux ventes,249,.4,,,Green
British Columbia/Colombie-Britannique,Skeena--Bulkley Valley,59028,Nathan Cullen ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,NDP,"Smithers, B.C./ C.-B.",Parliamentarian/Parlementaire,22531,51.1,11595,26.3,NDP
British Columbia/Colombie-Britannique,Skeena--Bulkley Valley,59028,Tyler Nesbitt Conservative/Conservateur,Conservative,"Terrace, B.C./ C.-B.",Construction Manager/Directeur de travaux,10936,24.8,,,NDP
British Columbia/Colombie-Britannique,Skeena--Bulkley Valley,59028,Brad Layton Liberal/Libéral,Liberal,"Telkwa, B.C./ C.-B.",Registered Forest Technologist/Technologue forestier certifié,8257,18.7,,,NDP
British Columbia/Colombie-Britannique,Skeena--Bulkley Valley,59028,Jeannie Parnell Green Party/Parti Vert,Green,"Prince Rupert, B.C./ C.-B.",Community Developer/Agente de développement communautaire,1605,3.6,,,NDP
British Columbia/Colombie-Britannique,Skeena--Bulkley Valley,59028,Don Spratt Christian Heritage Party/Parti de l'Héritage Chrétien,,"Tumbler Ridge, B.C./ C.-B.",Minister/Ministre,780,1.8,,,NDP
British Columbia/Colombie-Britannique,South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest,59029,Richard Cannings NDP-New Democratic Party/NPD-Nouveau Parti démocratique,NDP,"Penticton, B.C./ C.-B.",Biologist/Biologiste,24823,37.3,4952,7.4,NDP
British Columbia/Colombie-Britannique,South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest,59029,Marshall Neufeld Conservative/Conservateur,Conservative,"Penticton, B.C./ C.-B.",Realtor/Courtier en immeubles,19871,29.8,,,NDP
British Columbia/Colombie-Britannique,South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest,59029,Connie Denesiuk Liberal/Libéral,Liberal,"Summerland, B.C./ C.-B.",Business Person/Personne d'affaires,18732,28.1,,,NDP
British Columbia/Colombie-Britannique,South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest,59029,Samantha Troy Green Party/Parti Vert,Green,"Rossland, B.C./ C.-B.",Forestry Worker/Travailleuse forestière,2792,4.2,,,NDP
British Columbia/Colombie-Britannique,South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest,59029,Brian Gray Independent/Indépendant,,"Penticton, B.C./ C.-B.",Retired/Rétraité,376,.6,,,NDP
British Columbia/Colombie-Britannique,South Surrey--White Rock/Surrey-Sud--White Rock,59030,Dianne Lynn Watts Conservative/Conservateur,Conservative,"Surrey, B.C./ C.-B.",Business Executive/Chef d'entreprise,24934,44,1439,2.5,Conservative
British Columbia/Colombie-Britannique,South Surrey--White Rock/Surrey-Sud--White Rock,59030,Judy Higginbotham Liberal/Libéral,Liberal,"Surrey, B.C./ C.-B.",Retired/Retraitée,23495,41.5,,,Conservative
British Columbia/Colombie-Britannique,South Surrey--White Rock/Surrey-Sud--White Rock,59030,Pixie Hobby NDP-New Democratic Party/NPD-Nouveau Parti démocratique,NDP,"Surrey, B.C./ C.-B.",Environmental Lawyer/Juriste spécialiste des questions d'environnement,5895,10.4,,,Conservative
British Columbia/Colombie-Britannique,South Surrey--White Rock/Surrey-Sud--White Rock,59030,Larry Colero Green Party/Parti Vert,Green,"Delta, B.C./ C.-B.",Management Consultant/Consultant en gestion,1938,3.4,,,Conservative
British Columbia/Colombie-Britannique,South Surrey--White Rock/Surrey-Sud--White Rock,59030,Bonnie Hu Libertarian/Libertarien,,"Surrey, B.C./ C.-B.",Student/Etudiante,261,.5,,,Conservative
British Columbia/Colombie-Britannique,South Surrey--White Rock/Surrey-Sud--White Rock,59030,Brian Marlatt PC Party/Parti PC,,"Honeymoon Bay, B.C./ C.-B.",Writer/Écrivain,108,.2,,,Conservative
British Columbia/Colombie-Britannique,Steveston--Richmond East/Steveston--Richmond-Est,59031,Joe Peschisolido Liberal/Libéral,Liberal,"Richmond, B.C./ C.-B.",Lawyer/Avocat,19486,45.1,2856,6.6,Liberal
British Columbia/Colombie-Britannique,Steveston--Richmond East/Steveston--Richmond-Est,59031,Kenny Chiu Conservative/Conservateur,Conservative,"Richmond, B.C./ C.-B.",Software Development Manager/Directeur du développement de logiciels,16630,38.5,,,Liberal
British Columbia/Colombie-Britannique,Steveston--Richmond East/Steveston--Richmond-Est,59031,Scott Stewart NDP-New Democratic Party/NPD-Nouveau Parti démocratique,NDP,"Richmond, B.C./ C.-B.",Business Person/Personne d'affaires,5248,12.1,,,Liberal
British Columbia/Colombie-Britannique,Steveston--Richmond East/Steveston--Richmond-Est,59031,Laura-Leah Shaw Green Party/Parti Vert,Green,"Richmond, B.C./ C.-B.",Realtor/Courtier en immeubles,1587,3.7,,,Liberal
British Columbia/Colombie-Britannique,Steveston--Richmond East/Steveston--Richmond-Est,59031,Matthew Swanston Libertarian/Libertarien,,"Richmond, B.C./ C.-B.",Municipal Worker/Travailleur municipal,274,.6,,,Liberal
British Columbia/Colombie-Britannique,Surrey Centre/Surrey-Centre,59032,Randeep Sarai Liberal/Libéral,Liberal,"Surrey, B.C./ C.-B.",Lawyer/Avocat,19471,45.1,6479,15.0,Liberal
British Columbia/Colombie-Britannique,Surrey Centre/Surrey-Centre,59032,Jasbir Sandhu ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,NDP,"Surrey, B.C./ C.-B.",Parliamentary/Parlementaire,12992,30.1,,,Liberal
British Columbia/Colombie-Britannique,Surrey Centre/Surrey-Centre,59032,Sucha Thind Conservative/Conservateur,Conservative,"Surrey, B.C./ C.-B.",Businessman/Homme d'affaires,8556,19.8,,,Liberal
British Columbia/Colombie-Britannique,Surrey Centre/Surrey-Centre,59032,Jeremiah Deneault Green Party/Parti Vert,Green,"Surrey, B.C./ C.-B.",Student/Étudiant,1493,3.5,,,Liberal
British Columbia/Colombie-Britannique,Surrey Centre/Surrey-Centre,59032,Kevin Pielak Christian Heritage Party/Parti de l'Héritage Chrétien,,"Surrey, B.C./ C.-B.",Teacher/Enseignant,553,1.3,,,Liberal
British Columbia/Colombie-Britannique,Surrey Centre/Surrey-Centre,59032,Iqbal Kahlon Communist/Communiste,,"Surrey, B.C./ C.-B.",Welder/Soudeur,133,.3,,,Liberal
